year,month,day,crime,count
2016.0,6.0,20,RADIO SIGNAL,2
2016.0,6.0,20,ROBBERY,1
2016.0,6.0,20,SHOTS FIRED,4
2016.0,6.0,20,SIMPLE ASSAULT,3
2016.0,6.0,20,STOLEN PROPERTY,1
2016.0,6.0,21,AGGRAVATED ASSAULT,2
2016.0,6.0,21,BURGLARY,1
2016.0,6.0,21,CITY ORDINANCES,1
2016.0,6.0,21,CRIMES AGAINST THE PUBLIC,16
2016.0,6.0,21,DRIVING LAWS,9
2016.0,6.0,21,FOUND PERSON/PROPERTY,2
2016.0,6.0,21,HOMICIDE,2
2016.0,6.0,21,LARCENY,12
2016.0,6.0,21,MENTAL CASE,1
2016.0,6.0,21,MISCCRIMES AGAINST PROPERTY,4
2016.0,6.0,21,MISCMANAGEMENT INFO.,3
2016.0,6.0,21,MISCWANTS,3
2016.0,6.0,21,MISSING PERSON/PROPERTY,2
2016.0,6.0,21,MOTOR VEHICLE LAWS,2
2016.0,6.0,21,MOTOR VEHICLE THEFT,2
2016.0,6.0,21,NON-INVOLVED ACCIDENT,3
2016.0,6.0,21,PERSONAL INJURY ACCIDENT,2
2016.0,6.0,21,PROPERTY DAMAGE ACCIDENT,13
2016.0,6.0,21,PUBLIC DRUNKENNESS,7
2016.0,6.0,21,REPORT-RELATED,5
2016.0,6.0,21,ROBBERY,1
2016.0,6.0,21,SHOTS FIRED,6
2016.0,6.0,21,SIMPLE ASSAULT,2
2016.0,6.0,21,WEAPONS OFFENSES,1
2016.0,6.0,22,BURGLARY,2
2016.0,6.0,22,CARE FOR SICK,1
2016.0,6.0,22,CRIMES AGAINST THE PUBLIC,6
2016.0,6.0,22,DRIVING LAWS,4
2016.0,6.0,22,DRUG OFFENSES,4
2016.0,6.0,22,DRUNK DRIVING,1
2016.0,6.0,22,FIRE-RELATED,1
2016.0,6.0,22,FOUND PERSON/PROPERTY,8
2016.0,6.0,22,JUDICIAL OFFENSES,2
2016.0,6.0,22,LARCENY,12
2016.0,6.0,22,MENTAL CASE,1
2016.0,6.0,22,MISCCRIMES AGAINST PROPERTY,6
2016.0,6.0,22,MISCMANAGEMENT INFO.,1
2016.0,6.0,22,MISCWANTS,1
2016.0,6.0,22,MISSING PERSON/PROPERTY,4
2016.0,6.0,22,MOTOR VEHICLE LAWS,2
2016.0,6.0,22,NON-INVOLVED ACCIDENT,2
2016.0,6.0,22,PERSONAL INJURY ACCIDENT,2
2016.0,6.0,22,PROPERTY DAMAGE ACCIDENT,10
2016.0,6.0,22,PUBLIC DRUNKENNESS,2
2016.0,6.0,22,RADIO SIGNAL,3
2016.0,6.0,22,ROBBERY,1
2016.0,6.0,22,SHOTS FIRED,3
2016.0,6.0,22,SIMPLE ASSAULT,5
2016.0,6.0,22,STOLEN PROPERTY,1
2016.0,6.0,23,AGGRAVATED ASSAULT,2
2016.0,6.0,23,ANIMAL COMPLAINT,2
2016.0,6.0,23,BURGLARY,2
2016.0,6.0,23,CARE FOR SICK,1
2016.0,6.0,23,CRIMES AGAINST THE PUBLIC,10
2016.0,6.0,23,DRIVING LAWS,4
2016.0,6.0,23,DRUG OFFENSES,1
2016.0,6.0,23,DRUNK DRIVING,4
2016.0,6.0,23,FOUND PERSON/PROPERTY,10
2016.0,6.0,23,FRAUD/EMBEZZLEMENT/EXTORTION,2
2016.0,6.0,23,LARCENY,10
2016.0,6.0,23,MISCCRIMES AGAINST PROPERTY,3
2016.0,6.0,23,MISCMANAGEMENT INFO.,3
2016.0,6.0,23,MISCWANTS,6
2016.0,6.0,23,MISSING PERSON/PROPERTY,4
2016.0,6.0,23,MOTOR VEHICLE LAWS,3
2016.0,6.0,23,MOTOR VEHICLE THEFT,1
2016.0,6.0,23,NON-INVOLVED ACCIDENT,2
2016.0,6.0,23,OTHER ACCIDENT,3
2016.0,6.0,23,PERSONAL INJURY ACCIDENT,7
2016.0,6.0,23,PROPERTY DAMAGE ACCIDENT,5
2016.0,6.0,23,PUBLIC DRUNKENNESS,2
2016.0,6.0,23,SHOTS FIRED,6
2016.0,6.0,23,SIMPLE ASSAULT,4
2016.0,6.0,24,AGGRAVATED ASSAULT,8
2016.0,6.0,24,ANIMAL COMPLAINT,1
2016.0,6.0,24,BURGLARY,2
2016.0,6.0,24,CARE FOR SICK,1
2016.0,6.0,24,CRIMES AGAINST THE PUBLIC,7
2016.0,6.0,24,DRIVING LAWS,3
2016.0,6.0,24,DRUNK DRIVING,2
2016.0,6.0,24,FOUND PERSON/PROPERTY,1
2016.0,6.0,24,LARCENY,11
2016.0,6.0,24,MENTAL CASE,2
2016.0,6.0,24,MISCCRIMES AGAINST PROPERTY,3
2016.0,6.0,24,MISCMANAGEMENT INFO.,3
2016.0,6.0,24,MISCWANTS,3
2016.0,6.0,24,MISSING PERSON/PROPERTY,3
2016.0,6.0,24,MOTOR VEHICLE LAWS,1
2016.0,6.0,24,NON-INVOLVED ACCIDENT,3
2016.0,6.0,24,PERSONAL INJURY ACCIDENT,1
2016.0,6.0,24,PROPERTY DAMAGE ACCIDENT,12
2016.0,6.0,24,RADIO SIGNAL,1
2016.0,6.0,24,REPORT-RELATED,1
2016.0,6.0,24,ROBBERY,1
2016.0,6.0,24,SHOTS FIRED,2
2016.0,6.0,24,SIMPLE ASSAULT,1
2016.0,6.0,25,AGGRAVATED ASSAULT,4
2016.0,6.0,25,BURGLARY,3
2016.0,6.0,25,CRIMES AGAINST THE PUBLIC,11
2016.0,6.0,25,DRIVING LAWS,2
2016.0,6.0,25,DRUG OFFENSES,1
2016.0,6.0,25,FIRE-RELATED,1
2016.0,6.0,25,FOUND PERSON/PROPERTY,1
2016.0,6.0,25,JUDICIAL OFFENSES,2
2016.0,6.0,25,LARCENY,8
2016.0,6.0,25,MISCCRIMES AGAINST PROPERTY,6
2016.0,6.0,25,MISCMANAGEMENT INFO.,1
2016.0,6.0,25,MISSING PERSON/PROPERTY,1
2016.0,6.0,25,MOTOR VEHICLE THEFT,6
2016.0,6.0,25,NON-INVOLVED ACCIDENT,2
2016.0,6.0,25,OTHER ACCIDENT,1
2016.0,6.0,25,PERSONAL INJURY ACCIDENT,5
2016.0,6.0,25,PROPERTY DAMAGE ACCIDENT,11
2016.0,6.0,25,PUBLIC DRUNKENNESS,9
2016.0,6.0,25,REPORT-RELATED,1
2016.0,6.0,25,ROBBERY,3
2016.0,6.0,25,SHOTS FIRED,4
2016.0,6.0,25,SIMPLE ASSAULT,4
2016.0,6.0,26,AGGRAVATED ASSAULT,2
2016.0,6.0,26,BURGLARY,2
2016.0,6.0,26,CARE FOR SICK,1
2016.0,6.0,26,CRIMES AGAINST THE PUBLIC,9
2016.0,6.0,26,DRIVING LAWS,2
2016.0,6.0,26,DRUG OFFENSES,1
2016.0,6.0,26,FIRE-RELATED,4
2016.0,6.0,26,FOUND PERSON/PROPERTY,1
2016.0,6.0,26,JUDICIAL OFFENSES,2
2016.0,6.0,26,LARCENY,14
2016.0,6.0,26,MENTAL CASE,2
2016.0,6.0,26,MISCCRIMES AGAINST PROPERTY,2
2016.0,6.0,26,MISCMANAGEMENT INFO.,1
2016.0,6.0,26,MISSING PERSON/PROPERTY,3
2016.0,6.0,26,MOTOR VEHICLE LAWS,3
2016.0,6.0,26,PERSONAL INJURY ACCIDENT,4
2016.0,6.0,26,PROPERTY DAMAGE ACCIDENT,6
2016.0,6.0,26,RADIO SIGNAL,2
2016.0,6.0,26,REPORT-RELATED,2
2016.0,6.0,26,ROBBERY,3
2016.0,6.0,26,SHOTS FIRED,2
2016.0,6.0,26,SIMPLE ASSAULT,9
2016.0,6.0,27,AGGRAVATED ASSAULT,3
2016.0,6.0,27,ANIMAL COMPLAINT,2
2016.0,6.0,27,BURGLARY,3
2016.0,6.0,27,CARE FOR SICK,1
2016.0,6.0,27,CRIMES AGAINST THE PUBLIC,14
2016.0,6.0,27,DRIVING LAWS,4
2016.0,6.0,27,DRUG OFFENSES,2
2016.0,6.0,27,FAMILY OFFENSES,1
2016.0,6.0,27,FIRE-RELATED,1
2016.0,6.0,27,FORGERY/COUNTERFEITING,1
2016.0,6.0,27,FOUND PERSON/PROPERTY,5
2016.0,6.0,27,JUDICIAL OFFENSES,1
2016.0,6.0,27,LARCENY,11
2016.0,6.0,27,MENTAL CASE,2
2016.0,6.0,27,MISCCRIMES AGAINST PROPERTY,7
2016.0,6.0,27,MISCMANAGEMENT INFO.,2
2016.0,6.0,27,MISCWANTS,6
2016.0,6.0,27,MISSING PERSON/PROPERTY,2
2016.0,6.0,27,MOTOR VEHICLE THEFT,3
2016.0,6.0,27,NON-INVOLVED ACCIDENT,3
2016.0,6.0,27,OTHER ACCIDENT,3
2016.0,6.0,27,PERSONAL INJURY ACCIDENT,9
2016.0,6.0,27,PROPERTY DAMAGE ACCIDENT,13
2016.0,6.0,27,RADIO SIGNAL,2
2016.0,6.0,27,REPORT-RELATED,3
2016.0,6.0,27,ROBBERY,2
2016.0,6.0,27,SHOTS FIRED,2
2016.0,6.0,27,SIMPLE ASSAULT,7
2016.0,6.0,27,WEAPONS OFFENSES,1
2016.0,6.0,28,AGGRAVATED ASSAULT,3
2016.0,6.0,28,ANIMAL COMPLAINT,7
2016.0,6.0,28,BURGLARY,3
2016.0,6.0,28,CARE FOR SICK,2
2016.0,6.0,28,CRIMES AGAINST THE PUBLIC,11
2016.0,6.0,28,DRIVING LAWS,1
2016.0,6.0,28,DRUG OFFENSES,2
2016.0,6.0,28,FORGERY/COUNTERFEITING,1
2016.0,6.0,28,FOUND PERSON/PROPERTY,7
2016.0,6.0,28,JUDICIAL OFFENSES,2
2016.0,6.0,28,LARCENY,14
2016.0,6.0,28,MISCCRIMES AGAINST PROPERTY,3
2016.0,6.0,28,MISCMANAGEMENT INFO.,1
2016.0,6.0,28,MISCWANTS,3
2016.0,6.0,28,MISSING PERSON/PROPERTY,4
2016.0,6.0,28,MOTOR VEHICLE LAWS,3
2016.0,6.0,28,MOTOR VEHICLE THEFT,2
2016.0,6.0,28,NON-INVOLVED ACCIDENT,3
2016.0,6.0,28,OTHER ACCIDENT,1
2016.0,6.0,28,PERSONAL INJURY ACCIDENT,3
2016.0,6.0,28,PROPERTY DAMAGE ACCIDENT,7
2016.0,6.0,28,PUBLIC DRUNKENNESS,2
2016.0,6.0,28,RADIO SIGNAL,2
2016.0,6.0,28,REPORT-RELATED,3
2016.0,6.0,28,ROBBERY,2
2016.0,6.0,28,SHOTS FIRED,7
2016.0,6.0,28,SIMPLE ASSAULT,2
2016.0,6.0,28,SUDDEN DEATH,1
2016.0,6.0,28,SUICIDE,1
2016.0,6.0,29,AGGRAVATED ASSAULT,1
2016.0,6.0,29,BURGLARY,3
2016.0,6.0,29,CRIMES AGAINST THE PUBLIC,9
2016.0,6.0,29,DRIVING LAWS,4
2016.0,6.0,29,DRUG OFFENSES,1
2016.0,6.0,29,FIRE-RELATED,2
2016.0,6.0,29,FOUND PERSON/PROPERTY,4
2016.0,6.0,29,JUDICIAL OFFENSES,1
2016.0,6.0,29,LARCENY,6
2016.0,6.0,29,MISCCRIMES AGAINST PROPERTY,6
2016.0,6.0,29,MISCMANAGEMENT INFO.,1
2016.0,6.0,29,MISCWANTS,4
2016.0,6.0,29,MISSING PERSON/PROPERTY,1
2016.0,6.0,29,MOTOR VEHICLE THEFT,3
2016.0,6.0,29,NON-INVOLVED ACCIDENT,2
2016.0,6.0,29,OTHER ACCIDENT,2
2016.0,6.0,29,PERSONAL INJURY ACCIDENT,7
2016.0,6.0,29,PROPERTY DAMAGE ACCIDENT,19
2016.0,6.0,29,RADIO SIGNAL,2
2016.0,6.0,29,REPORT-RELATED,1
2016.0,6.0,29,SHOTS FIRED,2
2016.0,6.0,29,SIMPLE ASSAULT,2
2016.0,6.0,30,AGGRAVATED ASSAULT,4
2016.0,6.0,30,BURGLARY,1
2016.0,6.0,30,CARE FOR SICK,1
2016.0,6.0,30,CRIMES AGAINST THE PUBLIC,14
2016.0,6.0,30,DRIVING LAWS,2
2016.0,6.0,30,DRUG OFFENSES,7
2016.0,6.0,30,DRUNK DRIVING,4
2016.0,6.0,30,FIRE-RELATED,1
2016.0,6.0,30,FOUND PERSON/PROPERTY,3
2016.0,6.0,30,JUDICIAL OFFENSES,1
2016.0,6.0,30,LARCENY,8
2016.0,6.0,30,MENTAL CASE,1
2016.0,6.0,30,MISCCRIMES AGAINST PROPERTY,5
2016.0,6.0,30,MISCMANAGEMENT INFO.,1
2016.0,6.0,30,MISCWANTS,2
2016.0,6.0,30,MISSING PERSON/PROPERTY,2
2016.0,6.0,30,MOTOR VEHICLE LAWS,1
2016.0,6.0,30,MOTOR VEHICLE THEFT,3
2016.0,6.0,30,NON-INVOLVED ACCIDENT,1
2016.0,6.0,30,OTHER ACCIDENT,2
2016.0,6.0,30,PERSONAL INJURY ACCIDENT,1
2016.0,6.0,30,PROPERTY DAMAGE ACCIDENT,12
2016.0,6.0,30,PUBLIC DRUNKENNESS,2
2016.0,6.0,30,RADIO SIGNAL,3
2016.0,6.0,30,REPORT-RELATED,2
2016.0,6.0,30,ROBBERY,3
2016.0,6.0,30,SHOTS FIRED,7
2016.0,6.0,30,SIMPLE ASSAULT,1
2016.0,6.0,30,SUICIDE,1
2016.0,6.0,30,WEAPONS OFFENSES,1
2016.0,7.0,1,ANIMAL COMPLAINT,5
2016.0,7.0,1,BURGLARY,2
2016.0,7.0,1,CRIMES AGAINST THE PUBLIC,11
2016.0,7.0,1,DRUG OFFENSES,4
2016.0,7.0,1,DRUNK DRIVING,4
2016.0,7.0,1,FIRE-RELATED,2
2016.0,7.0,1,FORGERY/COUNTERFEITING,1
2016.0,7.0,1,FOUND PERSON/PROPERTY,7
2016.0,7.0,1,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,7.0,1,JUDICIAL OFFENSES,1
2016.0,7.0,1,LARCENY,9
2016.0,7.0,1,MENTAL CASE,1
2016.0,7.0,1,MISCCRIMES AGAINST PROPERTY,3
2016.0,7.0,1,MISCMANAGEMENT INFO.,3
2016.0,7.0,1,MISCWANTS,3
2016.0,7.0,1,MISSING PERSON/PROPERTY,4
2016.0,7.0,1,MOTOR VEHICLE LAWS,4
2016.0,7.0,1,NON-INVOLVED ACCIDENT,3
2016.0,7.0,1,OTHER ACCIDENT,4
2016.0,7.0,1,PERSONAL INJURY ACCIDENT,4
2016.0,7.0,1,PROPERTY DAMAGE ACCIDENT,14
2016.0,7.0,1,PUBLIC DRUNKENNESS,2
2016.0,7.0,1,RADIO SIGNAL,1
2016.0,7.0,1,REPORT-RELATED,1
2016.0,7.0,1,ROBBERY,1
2016.0,7.0,1,SHOTS FIRED,8
2016.0,7.0,1,SIMPLE ASSAULT,1
2016.0,7.0,2,AGGRAVATED ASSAULT,5
2016.0,7.0,2,ANIMAL COMPLAINT,1
2016.0,7.0,2,CARE FOR SICK,1
2016.0,7.0,2,CRIMES AGAINST THE PUBLIC,10
2016.0,7.0,2,DRIVING LAWS,1
2016.0,7.0,2,DRUG OFFENSES,2
2016.0,7.0,2,FOUND PERSON/PROPERTY,3
2016.0,7.0,2,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,7.0,2,LARCENY,10
2016.0,7.0,2,MISCCRIMES AGAINST PROPERTY,2
2016.0,7.0,2,MISCMANAGEMENT INFO.,2
2016.0,7.0,2,MISCWANTS,2
2016.0,7.0,2,MISSING PERSON/PROPERTY,2
2016.0,7.0,2,MOTOR VEHICLE LAWS,1
2016.0,7.0,2,MOTOR VEHICLE THEFT,1
2016.0,7.0,2,NON-INVOLVED ACCIDENT,1
2016.0,7.0,2,PERSONAL INJURY ACCIDENT,6
2016.0,7.0,2,PROPERTY DAMAGE ACCIDENT,12
2016.0,7.0,2,PUBLIC DRUNKENNESS,3
2016.0,7.0,2,RADIO SIGNAL,2
2016.0,7.0,2,REPORT-RELATED,3
2016.0,7.0,2,ROBBERY,3
2016.0,7.0,2,SHOTS FIRED,6
2016.0,7.0,2,SIMPLE ASSAULT,3
2016.0,7.0,3,AGGRAVATED ASSAULT,3
2016.0,7.0,3,ANIMAL COMPLAINT,3
2016.0,7.0,3,BURGLARY,1
2016.0,7.0,3,CRIMES AGAINST THE PUBLIC,8
2016.0,7.0,3,DRIVING LAWS,2
2016.0,7.0,3,DRUG OFFENSES,1
2016.0,7.0,3,DRUNK DRIVING,1
2016.0,7.0,3,FOUND PERSON/PROPERTY,6
2016.0,7.0,3,LARCENY,8
2016.0,7.0,3,MISCCRIMES AGAINST PROPERTY,8
2016.0,7.0,3,MISCMANAGEMENT INFO.,4
2016.0,7.0,3,MISCWANTS,3
2016.0,7.0,3,MISSING PERSON/PROPERTY,1
2016.0,7.0,3,MOTOR VEHICLE LAWS,1
2016.0,7.0,3,MOTOR VEHICLE THEFT,1
2016.0,7.0,3,OTHER ACCIDENT,3
2016.0,7.0,3,PERSONAL INJURY ACCIDENT,3
2016.0,7.0,3,PROPERTY DAMAGE ACCIDENT,11
2016.0,7.0,3,PUBLIC DRUNKENNESS,1
2016.0,7.0,3,RADIO SIGNAL,1
2016.0,7.0,3,REPORT-RELATED,1
2016.0,7.0,3,ROBBERY,1
2016.0,7.0,3,SHOTS FIRED,7
2016.0,7.0,3,SIMPLE ASSAULT,4
2016.0,7.0,4,AGGRAVATED ASSAULT,3
2016.0,7.0,4,ANIMAL COMPLAINT,1
2016.0,7.0,4,BURGLARY,5
2016.0,7.0,4,CRIMES AGAINST THE PUBLIC,5
2016.0,7.0,4,DRIVING LAWS,2
2016.0,7.0,4,FIRE-RELATED,1
2016.0,7.0,4,FOUND PERSON/PROPERTY,1
2016.0,7.0,4,JUDICIAL OFFENSES,1
2016.0,7.0,4,LARCENY,9
2016.0,7.0,4,MISCCRIMES AGAINST PROPERTY,6
2016.0,7.0,4,MISCMANAGEMENT INFO.,8
2016.0,7.0,4,MISCWANTS,4
2016.0,7.0,4,MOTOR VEHICLE THEFT,3
2016.0,7.0,4,PERSONAL INJURY ACCIDENT,2
2016.0,7.0,4,PROPERTY DAMAGE ACCIDENT,11
2016.0,7.0,4,RADIO SIGNAL,1
2016.0,7.0,4,REPORT-RELATED,1
2016.0,7.0,4,ROBBERY,3
2016.0,7.0,4,SHOTS FIRED,7
2016.0,7.0,4,SIMPLE ASSAULT,8
2016.0,7.0,4,SUDDEN DEATH,1
2016.0,7.0,5,AGGRAVATED ASSAULT,3
2016.0,7.0,5,BURGLARY,1
2016.0,7.0,5,CRIMES AGAINST THE PUBLIC,6
2016.0,7.0,5,DRUG OFFENSES,7
2016.0,7.0,5,FAMILY OFFENSES,1
2016.0,7.0,5,FIRE-RELATED,1
2016.0,7.0,5,FOUND PERSON/PROPERTY,5
2016.0,7.0,5,JUDICIAL OFFENSES,1
2016.0,7.0,5,LANDLORD-TENANT,1
2016.0,7.0,5,LARCENY,8
2016.0,7.0,5,MISCCRIMES AGAINST PROPERTY,6
2016.0,7.0,5,MISCMANAGEMENT INFO.,6
2016.0,7.0,5,MISCWANTS,4
2016.0,7.0,5,MOTOR VEHICLE LAWS,5
2016.0,7.0,5,MOTOR VEHICLE THEFT,5
2016.0,7.0,5,NON-INVOLVED ACCIDENT,1
2016.0,7.0,5,OTHER ACCIDENT,1
2016.0,7.0,5,PERSONAL INJURY ACCIDENT,3
2016.0,7.0,5,PROPERTY DAMAGE ACCIDENT,8
2016.0,7.0,5,REPORT-RELATED,2
2016.0,7.0,5,ROBBERY,6
2016.0,7.0,5,SHOTS FIRED,2
2016.0,7.0,5,SIMPLE ASSAULT,6
2016.0,7.0,5,STOLEN PROPERTY,1
2016.0,7.0,6,AGGRAVATED ASSAULT,4
2016.0,7.0,6,ANIMAL COMPLAINT,1
2016.0,7.0,6,BURGLARY,5
2016.0,7.0,6,CRIMES AGAINST THE PUBLIC,11
2016.0,7.0,6,DRIVING LAWS,1
2016.0,7.0,6,DRUG OFFENSES,3
2016.0,7.0,6,FORGERY/COUNTERFEITING,1
2016.0,7.0,6,FOUND PERSON/PROPERTY,6
2016.0,7.0,6,JUDICIAL OFFENSES,1
2016.0,7.0,6,LARCENY,7
2016.0,7.0,6,MENTAL CASE,3
2016.0,7.0,6,MISCCRIMES AGAINST PROPERTY,5
2016.0,7.0,6,MISCMANAGEMENT INFO.,4
2016.0,7.0,6,MISCWANTS,6
2016.0,7.0,6,MISSING PERSON/PROPERTY,4
2016.0,7.0,6,MOTOR VEHICLE LAWS,3
2016.0,7.0,6,MOTOR VEHICLE THEFT,1
2016.0,7.0,6,NON-INVOLVED ACCIDENT,2
2016.0,7.0,6,OTHER ACCIDENT,3
2016.0,7.0,6,PERSONAL INJURY ACCIDENT,6
2016.0,7.0,6,PROPERTY DAMAGE ACCIDENT,12
2016.0,7.0,6,PUBLIC DRUNKENNESS,7
2016.0,7.0,6,REPORT-RELATED,3
2016.0,7.0,6,ROBBERY,2
2016.0,7.0,6,SHOTS FIRED,5
2016.0,7.0,6,SIMPLE ASSAULT,4
2016.0,7.0,6,STOLEN PROPERTY,1
2016.0,7.0,6,SUDDEN DEATH,1
2016.0,7.0,7,ANIMAL COMPLAINT,1
2016.0,7.0,7,CRIMES AGAINST THE PUBLIC,11
2016.0,7.0,7,DRIVING LAWS,2
2016.0,7.0,7,DRUG OFFENSES,4
2016.0,7.0,7,FAMILY OFFENSES,1
2016.0,7.0,7,FOUND PERSON/PROPERTY,7
2016.0,7.0,7,LARCENY,11
2016.0,7.0,7,MENTAL CASE,2
2016.0,7.0,7,MISCCRIMES AGAINST PROPERTY,8
2016.0,7.0,7,MISCMANAGEMENT INFO.,3
2016.0,7.0,7,MISCWANTS,4
2016.0,7.0,7,MISSING PERSON/PROPERTY,3
2016.0,7.0,7,MOTOR VEHICLE LAWS,1
2016.0,7.0,7,MOTOR VEHICLE THEFT,1
2016.0,7.0,7,NON-INVOLVED ACCIDENT,3
2016.0,7.0,7,PERSONAL INJURY ACCIDENT,4
2016.0,7.0,7,PROPERTY DAMAGE ACCIDENT,15
2016.0,7.0,7,PUBLIC DRUNKENNESS,6
2016.0,7.0,7,RADIO SIGNAL,3
2016.0,7.0,7,REPORT-RELATED,5
2016.0,7.0,7,ROBBERY,2
2016.0,7.0,7,SHOTS FIRED,2
2016.0,7.0,7,SIMPLE ASSAULT,6
2016.0,7.0,7,SUDDEN DEATH,1
2016.0,7.0,8,AGGRAVATED ASSAULT,6
2016.0,7.0,8,BURGLARY,2
2016.0,7.0,8,CARE FOR SICK,1
2016.0,7.0,8,CRIMES AGAINST THE PUBLIC,1
2016.0,7.0,8,DRUNK DRIVING,2
2016.0,7.0,8,FOUND PERSON/PROPERTY,5
2016.0,7.0,8,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,7.0,8,LARCENY,7
2016.0,7.0,8,MENTAL CASE,2
2016.0,7.0,8,MISCCRIMES AGAINST PROPERTY,9
2016.0,7.0,8,MISCMANAGEMENT INFO.,5
2016.0,7.0,8,MISCWANTS,1
2016.0,7.0,8,MISSING PERSON/PROPERTY,2
2016.0,7.0,8,NON-INVOLVED ACCIDENT,7
2016.0,7.0,8,OTHER ACCIDENT,2
2016.0,7.0,8,PERSONAL INJURY ACCIDENT,6
2016.0,7.0,8,PROPERTY DAMAGE ACCIDENT,7
2016.0,7.0,8,RADIO SIGNAL,1
2016.0,7.0,8,REPORT-RELATED,2
2016.0,7.0,8,ROBBERY,2
2016.0,7.0,8,SHOTS FIRED,6
2016.0,7.0,8,SIMPLE ASSAULT,5
2016.0,7.0,9,AGGRAVATED ASSAULT,1
2016.0,7.0,9,BURGLARY,4
2016.0,7.0,9,CRIMES AGAINST THE PUBLIC,8
2016.0,7.0,9,DRUG OFFENSES,1
2016.0,7.0,9,FIRE-RELATED,2
2016.0,7.0,9,FOUND PERSON/PROPERTY,3
2016.0,7.0,9,JUDICIAL OFFENSES,1
2016.0,7.0,9,LARCENY,10
2016.0,7.0,9,MENTAL CASE,2
2016.0,7.0,9,MISCCRIMES AGAINST PROPERTY,5
2016.0,7.0,9,MISCMANAGEMENT INFO.,3
2016.0,7.0,9,MISSING PERSON/PROPERTY,1
2016.0,7.0,9,MOTOR VEHICLE THEFT,4
2016.0,7.0,9,NON-INVOLVED ACCIDENT,4
2016.0,7.0,9,OTHER ACCIDENT,1
2016.0,7.0,9,PERSONAL INJURY ACCIDENT,3
2016.0,7.0,9,PROPERTY DAMAGE ACCIDENT,9
2016.0,7.0,9,REPORT-RELATED,2
2016.0,7.0,9,ROBBERY,2
2016.0,7.0,9,SHOTS FIRED,1
2016.0,7.0,9,SIMPLE ASSAULT,1
2016.0,7.0,10,AGGRAVATED ASSAULT,5
2016.0,7.0,10,ANIMAL COMPLAINT,1
2016.0,7.0,10,BURGLARY,2
2016.0,7.0,10,CITY ORDINANCES,1
2016.0,7.0,10,CRIMES AGAINST THE PUBLIC,5
2016.0,7.0,10,DRIVING LAWS,1
2016.0,7.0,10,FORGERY/COUNTERFEITING,1
2016.0,7.0,10,FOUND PERSON/PROPERTY,2
2016.0,7.0,10,JUDICIAL OFFENSES,2
2016.0,7.0,10,LARCENY,9
2016.0,7.0,10,MENTAL CASE,2
2016.0,7.0,10,MISCCRIMES AGAINST PROPERTY,2
2016.0,7.0,10,MISCMANAGEMENT INFO.,1
2016.0,7.0,10,MISCWANTS,2
2016.0,7.0,10,MISSING PERSON/PROPERTY,1
2016.0,7.0,10,MOTOR VEHICLE THEFT,4
2016.0,7.0,10,NON-INVOLVED ACCIDENT,4
2016.0,7.0,10,OTHER ACCIDENT,5
2016.0,7.0,10,PERSONAL INJURY ACCIDENT,3
2016.0,7.0,10,PROPERTY DAMAGE ACCIDENT,9
2016.0,7.0,10,ROBBERY,2
2016.0,7.0,10,SHOTS FIRED,1
2016.0,7.0,10,SIMPLE ASSAULT,3
2016.0,7.0,10,WEAPONS OFFENSES,1
2016.0,7.0,11,AGGRAVATED ASSAULT,2
2016.0,7.0,11,BURGLARY,3
2016.0,7.0,11,CRIMES AGAINST THE PUBLIC,5
2016.0,7.0,11,DRUG OFFENSES,2
2016.0,7.0,11,FOUND PERSON/PROPERTY,5
2016.0,7.0,11,LARCENY,8
2016.0,7.0,11,MENTAL CASE,1
2016.0,7.0,11,MISCCRIMES AGAINST PROPERTY,7
2016.0,7.0,11,MISCMANAGEMENT INFO.,6
2016.0,7.0,11,MISSING PERSON/PROPERTY,3
2016.0,7.0,11,MOTOR VEHICLE LAWS,2
2016.0,7.0,11,NON-INVOLVED ACCIDENT,2
2016.0,7.0,11,PERSONAL INJURY ACCIDENT,4
2016.0,7.0,11,PROPERTY DAMAGE ACCIDENT,11
2016.0,7.0,11,RADIO SIGNAL,1
2016.0,7.0,11,REPORT-RELATED,1
2016.0,7.0,11,ROBBERY,1
2016.0,7.0,11,SHOTS FIRED,3
2016.0,7.0,11,SIMPLE ASSAULT,1
2016.0,7.0,11,SUICIDE,1
2016.0,7.0,11,WEAPONS OFFENSES,1
2016.0,7.0,12,AGGRAVATED ASSAULT,3
2016.0,7.0,12,BURGLARY,2
2016.0,7.0,12,CARE FOR SICK,1
2016.0,7.0,12,CRIMES AGAINST THE PUBLIC,8
2016.0,7.0,12,DRIVING LAWS,2
2016.0,7.0,12,DRUG OFFENSES,1
2016.0,7.0,12,DRUNK DRIVING,1
2016.0,7.0,12,FIRE-RELATED,1
2016.0,7.0,12,FOUND PERSON/PROPERTY,4
2016.0,7.0,12,JUDICIAL OFFENSES,1
2016.0,7.0,12,LARCENY,12
2016.0,7.0,12,MISCCRIMES AGAINST PROPERTY,5
2016.0,7.0,12,MISCMANAGEMENT INFO.,7
2016.0,7.0,12,MISCWANTS,3
2016.0,7.0,12,MISSING PERSON/PROPERTY,3
2016.0,7.0,12,MOTOR VEHICLE LAWS,2
2016.0,7.0,12,MOTOR VEHICLE THEFT,4
