year,month,day,description,count
2014,10,27,COMMON ASSAULT,18
2014,10,27,LARCENY,27
2014,10,27,LARCENY FROM AUTO,25
2014,10,27,RAPE,2
2014,10,27,ROBBERY - COMMERCIAL,1
2014,10,27,ROBBERY - RESIDENCE,1
2014,10,27,ROBBERY - STREET,6
2014,10,27,SHOOTING,1
2014,10,28,AGG. ASSAULT,13
2014,10,28,ARSON,2
2014,10,28,AUTO THEFT,14
2014,10,28,BURGLARY,15
2014,10,28,COMMON ASSAULT,16
2014,10,28,HOMICIDE,1
2014,10,28,LARCENY,42
2014,10,28,LARCENY FROM AUTO,25
2014,10,28,RAPE,1
2014,10,28,ROBBERY - STREET,12
2014,10,29,AGG. ASSAULT,4
2014,10,29,AUTO THEFT,16
2014,10,29,BURGLARY,30
2014,10,29,COMMON ASSAULT,20
2014,10,29,HOMICIDE,1
2014,10,29,LARCENY,43
2014,10,29,LARCENY FROM AUTO,19
2014,10,29,ROBBERY - COMMERCIAL,2
2014,10,29,ROBBERY - RESIDENCE,1
2014,10,29,ROBBERY - STREET,9
2014,10,29,SHOOTING,2
2014,10,30,AGG. ASSAULT,9
2014,10,30,ASSAULT BY THREAT,2
2014,10,30,AUTO THEFT,13
2014,10,30,BURGLARY,24
2014,10,30,COMMON ASSAULT,19
2014,10,30,LARCENY,37
2014,10,30,LARCENY FROM AUTO,19
2014,10,30,RAPE,2
2014,10,30,ROBBERY - COMMERCIAL,3
2014,10,30,ROBBERY - RESIDENCE,4
2014,10,30,ROBBERY - STREET,14
2014,10,30,SHOOTING,1
2014,10,31,AGG. ASSAULT,9
2014,10,31,ASSAULT BY THREAT,2
2014,10,31,AUTO THEFT,16
2014,10,31,BURGLARY,36
2014,10,31,COMMON ASSAULT,25
2014,10,31,HOMICIDE,1
2014,10,31,LARCENY,31
2014,10,31,LARCENY FROM AUTO,24
2014,10,31,RAPE,2
2014,10,31,ROBBERY - COMMERCIAL,1
2014,10,31,ROBBERY - RESIDENCE,1
2014,10,31,ROBBERY - STREET,6
2014,11,1,AGG. ASSAULT,24
2014,11,1,AUTO THEFT,14
2014,11,1,BURGLARY,22
2014,11,1,COMMON ASSAULT,18
2014,11,1,HOMICIDE,1
2014,11,1,LARCENY,31
2014,11,1,LARCENY FROM AUTO,9
2014,11,1,RAPE,2
2014,11,1,ROBBERY - COMMERCIAL,1
2014,11,1,ROBBERY - RESIDENCE,1
2014,11,1,ROBBERY - STREET,5
2014,11,2,AGG. ASSAULT,13
2014,11,2,ASSAULT BY THREAT,1
2014,11,2,AUTO THEFT,17
2014,11,2,BURGLARY,19
2014,11,2,COMMON ASSAULT,14
2014,11,2,HOMICIDE,1
2014,11,2,LARCENY,24
2014,11,2,LARCENY FROM AUTO,20
2014,11,2,RAPE,1
2014,11,2,ROBBERY - COMMERCIAL,4
2014,11,2,ROBBERY - STREET,5
2014,11,2,SHOOTING,1
2014,11,3,AGG. ASSAULT,12
2014,11,3,ASSAULT BY THREAT,2
2014,11,3,AUTO THEFT,12
2014,11,3,BURGLARY,16
2014,11,3,COMMON ASSAULT,12
2014,11,3,HOMICIDE,1
2014,11,3,LARCENY,28
2014,11,3,LARCENY FROM AUTO,22
2014,11,3,RAPE,1
2014,11,3,ROBBERY - COMMERCIAL,5
2014,11,3,ROBBERY - RESIDENCE,1
2014,11,3,ROBBERY - STREET,7
2014,11,4,AGG. ASSAULT,13
2014,11,4,ARSON,1
2014,11,4,ASSAULT BY THREAT,2
2014,11,4,AUTO THEFT,17
2014,11,4,BURGLARY,16
2014,11,4,COMMON ASSAULT,14
2014,11,4,LARCENY,23
2014,11,4,LARCENY FROM AUTO,8
2014,11,4,RAPE,2
2014,11,4,ROBBERY - COMMERCIAL,1
2014,11,4,ROBBERY - RESIDENCE,2
2014,11,4,ROBBERY - STREET,4
2014,11,4,SHOOTING,2
2014,11,5,AGG. ASSAULT,16
2014,11,5,ARSON,1
2014,11,5,AUTO THEFT,9
2014,11,5,BURGLARY,25
2014,11,5,COMMON ASSAULT,15
2014,11,5,HOMICIDE,1
2014,11,5,LARCENY,25
2014,11,5,LARCENY FROM AUTO,23
2014,11,5,ROBBERY - COMMERCIAL,1
2014,11,5,ROBBERY - RESIDENCE,1
2014,11,5,ROBBERY - STREET,13
2014,11,5,SHOOTING,2
2014,11,6,AGG. ASSAULT,12
2014,11,6,ASSAULT BY THREAT,6
2014,11,6,AUTO THEFT,13
2014,11,6,BURGLARY,24
2014,11,6,COMMON ASSAULT,19
2014,11,6,LARCENY,22
2014,11,6,LARCENY FROM AUTO,21
2014,11,6,ROBBERY - CARJACKING,1
2014,11,6,ROBBERY - COMMERCIAL,2
2014,11,6,ROBBERY - RESIDENCE,1
2014,11,6,ROBBERY - STREET,7
2014,11,6,SHOOTING,1
2014,11,7,AGG. ASSAULT,11
2014,11,7,ARSON,2
2014,11,7,ASSAULT BY THREAT,1
2014,11,7,AUTO THEFT,6
2014,11,7,BURGLARY,25
2014,11,7,COMMON ASSAULT,16
2014,11,7,LARCENY,39
2014,11,7,LARCENY FROM AUTO,25
2014,11,7,ROBBERY - CARJACKING,1
2014,11,7,ROBBERY - COMMERCIAL,1
2014,11,7,ROBBERY - RESIDENCE,4
2014,11,7,ROBBERY - STREET,11
2014,11,7,SHOOTING,1
2014,11,8,AGG. ASSAULT,13
2014,11,8,AUTO THEFT,14
2014,11,8,BURGLARY,15
2014,11,8,COMMON ASSAULT,22
2014,11,8,LARCENY,24
2014,11,8,LARCENY FROM AUTO,11
2014,11,8,RAPE,1
2014,11,8,ROBBERY - STREET,7
2014,11,8,SHOOTING,4
2014,11,9,AGG. ASSAULT,9
2014,11,9,ARSON,1
2014,11,9,AUTO THEFT,12
2014,11,9,BURGLARY,14
2014,11,9,COMMON ASSAULT,24
2014,11,9,HOMICIDE,1
2014,11,9,LARCENY,24
2014,11,9,LARCENY FROM AUTO,23
2014,11,9,ROBBERY - CARJACKING,4
2014,11,9,ROBBERY - COMMERCIAL,2
2014,11,9,ROBBERY - RESIDENCE,1
2014,11,9,ROBBERY - STREET,8
2014,11,10,AGG. ASSAULT,7
2014,11,10,ARSON,1
2014,11,10,ASSAULT BY THREAT,2
2014,11,10,AUTO THEFT,15
2014,11,10,BURGLARY,29
2014,11,10,COMMON ASSAULT,14
2014,11,10,HOMICIDE,2
2014,11,10,LARCENY,31
2014,11,10,LARCENY FROM AUTO,18
2014,11,10,RAPE,2
2014,11,10,ROBBERY - CARJACKING,1
2014,11,10,ROBBERY - COMMERCIAL,1
2014,11,10,ROBBERY - RESIDENCE,1
2014,11,10,ROBBERY - STREET,5
2014,11,11,AGG. ASSAULT,14
2014,11,11,ARSON,2
2014,11,11,ASSAULT BY THREAT,3
2014,11,11,AUTO THEFT,10
2014,11,11,BURGLARY,26
2014,11,11,COMMON ASSAULT,24
2014,11,11,LARCENY,35
2014,11,11,LARCENY FROM AUTO,7
2014,11,11,ROBBERY - COMMERCIAL,2
2014,11,11,ROBBERY - RESIDENCE,3
2014,11,11,ROBBERY - STREET,13
2014,11,11,SHOOTING,1
2014,11,12,AGG. ASSAULT,10
2014,11,12,ARSON,1
2014,11,12,ASSAULT BY THREAT,3
2014,11,12,AUTO THEFT,13
2014,11,12,BURGLARY,17
2014,11,12,COMMON ASSAULT,21
2014,11,12,LARCENY,29
2014,11,12,LARCENY FROM AUTO,19
2014,11,12,ROBBERY - COMMERCIAL,1
2014,11,12,ROBBERY - RESIDENCE,1
2014,11,12,ROBBERY - STREET,12
2014,11,12,SHOOTING,4
2014,11,13,AGG. ASSAULT,7
2014,11,13,ASSAULT BY THREAT,1
2014,11,13,AUTO THEFT,11
2014,11,13,BURGLARY,14
2014,11,13,COMMON ASSAULT,22
2014,11,13,LARCENY,29
2014,11,13,LARCENY FROM AUTO,20
2014,11,13,RAPE,1
2014,11,13,ROBBERY - CARJACKING,1
2014,11,13,ROBBERY - COMMERCIAL,2
2014,11,13,ROBBERY - RESIDENCE,1
2014,11,13,ROBBERY - STREET,12
2014,11,14,AGG. ASSAULT,12
2014,11,14,ARSON,1
2014,11,14,ASSAULT BY THREAT,4
2014,11,14,AUTO THEFT,14
2014,11,14,BURGLARY,24
2014,11,14,COMMON ASSAULT,25
2014,11,14,LARCENY,25
2014,11,14,LARCENY FROM AUTO,8
2014,11,14,ROBBERY - CARJACKING,1
2014,11,14,ROBBERY - COMMERCIAL,3
2014,11,14,ROBBERY - RESIDENCE,1
2014,11,14,ROBBERY - STREET,12
2014,11,14,SHOOTING,2
2014,11,15,AGG. ASSAULT,16
2014,11,15,ASSAULT BY THREAT,1
2014,11,15,AUTO THEFT,11
2014,11,15,BURGLARY,14
2014,11,15,COMMON ASSAULT,20
2014,11,15,LARCENY,32
2014,11,15,LARCENY FROM AUTO,15
2014,11,15,ROBBERY - CARJACKING,1
2014,11,15,ROBBERY - COMMERCIAL,5
2014,11,15,ROBBERY - RESIDENCE,1
2014,11,15,ROBBERY - STREET,6
2014,11,15,SHOOTING,1
2014,11,16,AGG. ASSAULT,14
2014,11,16,ARSON,3
2014,11,16,AUTO THEFT,12
2014,11,16,BURGLARY,10
2014,11,16,COMMON ASSAULT,22
2014,11,16,LARCENY,12
2014,11,16,LARCENY FROM AUTO,15
2014,11,16,ROBBERY - CARJACKING,1
2014,11,16,ROBBERY - COMMERCIAL,1
2014,11,16,ROBBERY - STREET,3
2014,11,17,AGG. ASSAULT,7
2014,11,17,ASSAULT BY THREAT,1
2014,11,17,AUTO THEFT,13
2014,11,17,BURGLARY,17
2014,11,17,COMMON ASSAULT,16
2014,11,17,LARCENY,29
2014,11,17,LARCENY FROM AUTO,20
2014,11,17,ROBBERY - COMMERCIAL,2
2014,11,17,ROBBERY - RESIDENCE,1
2014,11,17,ROBBERY - STREET,7
2014,11,17,SHOOTING,1
2014,11,18,AGG. ASSAULT,7
2014,11,18,ASSAULT BY THREAT,4
2014,11,18,AUTO THEFT,14
2014,11,18,BURGLARY,21
2014,11,18,COMMON ASSAULT,24
2014,11,18,HOMICIDE,1
2014,11,18,LARCENY,45
2014,11,18,LARCENY FROM AUTO,18
2014,11,18,RAPE,1
2014,11,18,ROBBERY - COMMERCIAL,2
2014,11,18,ROBBERY - RESIDENCE,1
2014,11,18,ROBBERY - STREET,4
2014,11,19,AGG. ASSAULT,12
2014,11,19,ARSON,2
2014,11,19,ASSAULT BY THREAT,3
2014,11,19,AUTO THEFT,8
2014,11,19,BURGLARY,19
2014,11,19,COMMON ASSAULT,17
2014,11,19,HOMICIDE,2
2014,11,19,LARCENY,29
2014,11,19,LARCENY FROM AUTO,16
2014,11,19,RAPE,1
2014,11,19,ROBBERY - COMMERCIAL,2
2014,11,19,ROBBERY - RESIDENCE,2
2014,11,19,ROBBERY - STREET,6
2014,11,20,AGG. ASSAULT,8
2014,11,20,ASSAULT BY THREAT,3
2014,11,20,AUTO THEFT,10
2014,11,20,BURGLARY,28
2014,11,20,COMMON ASSAULT,9
2014,11,20,HOMICIDE,1
2014,11,20,LARCENY,31
2014,11,20,LARCENY FROM AUTO,12
2014,11,20,RAPE,2
2014,11,20,ROBBERY - CARJACKING,2
2014,11,20,ROBBERY - COMMERCIAL,2
2014,11,20,ROBBERY - STREET,6
2014,11,20,SHOOTING,1
2014,11,21,AGG. ASSAULT,14
2014,11,21,ARSON,1
2014,11,21,ASSAULT BY THREAT,3
2014,11,21,AUTO THEFT,16
2014,11,21,BURGLARY,28
2014,11,21,COMMON ASSAULT,22
2014,11,21,LARCENY,29
2014,11,21,LARCENY FROM AUTO,12
2014,11,21,ROBBERY - COMMERCIAL,2
2014,11,21,ROBBERY - RESIDENCE,1
2014,11,21,ROBBERY - STREET,12
2014,11,22,AGG. ASSAULT,15
2014,11,22,ARSON,1
2014,11,22,AUTO THEFT,16
2014,11,22,BURGLARY,13
2014,11,22,COMMON ASSAULT,21
2014,11,22,LARCENY,33
2014,11,22,LARCENY FROM AUTO,24
2014,11,22,RAPE,1
2014,11,22,ROBBERY - COMMERCIAL,4
2014,11,22,ROBBERY - RESIDENCE,2
2014,11,22,ROBBERY - STREET,9
2014,11,22,SHOOTING,2
2014,11,23,AGG. ASSAULT,14
2014,11,23,ARSON,3
2014,11,23,AUTO THEFT,13
2014,11,23,BURGLARY,22
2014,11,23,COMMON ASSAULT,25
2014,11,23,LARCENY,11
2014,11,23,LARCENY FROM AUTO,25
2014,11,23,RAPE,2
2014,11,23,ROBBERY - RESIDENCE,2
2014,11,23,ROBBERY - STREET,7
2014,11,23,SHOOTING,1
2014,11,24,AGG. ASSAULT,13
2014,11,24,AUTO THEFT,13
2014,11,24,BURGLARY,28
2014,11,24,COMMON ASSAULT,20
2014,11,24,LARCENY,30
2014,11,24,LARCENY FROM AUTO,28
2014,11,24,ROBBERY - RESIDENCE,3
2014,11,24,ROBBERY - STREET,21
2014,11,24,SHOOTING,1
2014,11,25,AGG. ASSAULT,13
2014,11,25,ASSAULT BY THREAT,1
2014,11,25,AUTO THEFT,12
2014,11,25,BURGLARY,16
2014,11,25,COMMON ASSAULT,23
2014,11,25,HOMICIDE,1
2014,11,25,LARCENY,26
2014,11,25,LARCENY FROM AUTO,13
2014,11,25,RAPE,1
2014,11,25,ROBBERY - CARJACKING,1
2014,11,25,ROBBERY - RESIDENCE,2
2014,11,25,ROBBERY - STREET,8
2014,11,25,SHOOTING,1
2014,11,26,AGG. ASSAULT,11
2014,11,26,AUTO THEFT,12
2014,11,26,BURGLARY,39
2014,11,26,COMMON ASSAULT,10
2014,11,26,LARCENY,28
2014,11,26,LARCENY FROM AUTO,18
2014,11,26,ROBBERY - CARJACKING,1
2014,11,26,ROBBERY - COMMERCIAL,1
2014,11,26,ROBBERY - STREET,8
2014,11,26,SHOOTING,4
2014,11,27,AGG. ASSAULT,8
2014,11,27,ARSON,1
2014,11,27,ASSAULT BY THREAT,1
2014,11,27,AUTO THEFT,3
2014,11,27,BURGLARY,16
2014,11,27,COMMON ASSAULT,10
2014,11,27,LARCENY,20
2014,11,27,LARCENY FROM AUTO,15
2014,11,27,ROBBERY - CARJACKING,1
2014,11,27,ROBBERY - COMMERCIAL,2
2014,11,27,ROBBERY - RESIDENCE,3
2014,11,27,ROBBERY - STREET,9
2014,11,27,SHOOTING,1
2014,11,28,AGG. ASSAULT,11
2014,11,28,ARSON,3
2014,11,28,ASSAULT BY THREAT,1
2014,11,28,AUTO THEFT,12
2014,11,28,BURGLARY,16
2014,11,28,COMMON ASSAULT,19
2014,11,28,LARCENY,32
2014,11,28,LARCENY FROM AUTO,16
2014,11,28,RAPE,1
2014,11,28,ROBBERY - COMMERCIAL,1
2014,11,28,ROBBERY - RESIDENCE,2
2014,11,28,ROBBERY - STREET,8
2014,11,29,AGG. ASSAULT,9
2014,11,29,ARSON,2
2014,11,29,AUTO THEFT,10
2014,11,29,BURGLARY,21
2014,11,29,COMMON ASSAULT,16
2014,11,29,LARCENY,28
2014,11,29,LARCENY FROM AUTO,16
2014,11,29,RAPE,1
2014,11,29,ROBBERY - CARJACKING,3
2014,11,29,ROBBERY - COMMERCIAL,5
2014,11,29,ROBBERY - STREET,7
2014,11,29,SHOOTING,1
2014,11,30,AGG. ASSAULT,13
2014,11,30,ASSAULT BY THREAT,1
2014,11,30,AUTO THEFT,16
2014,11,30,BURGLARY,13
2014,11,30,COMMON ASSAULT,21
2014,11,30,HOMICIDE,1
2014,11,30,LARCENY,26
2014,11,30,LARCENY FROM AUTO,13
2014,11,30,ROBBERY - COMMERCIAL,2
2014,11,30,ROBBERY - STREET,9
2014,12,1,AGG. ASSAULT,20
2014,12,1,ASSAULT BY THREAT,1
2014,12,1,AUTO THEFT,9
2014,12,1,BURGLARY,29
2014,12,1,COMMON ASSAULT,19
2014,12,1,HOMICIDE,2
2014,12,1,LARCENY,50
2014,12,1,LARCENY FROM AUTO,16
2014,12,1,RAPE,1
2014,12,1,ROBBERY - CARJACKING,1
2014,12,1,ROBBERY - COMMERCIAL,1
2014,12,1,ROBBERY - RESIDENCE,4
2014,12,1,ROBBERY - STREET,16
2014,12,1,SHOOTING,5
2014,12,2,AGG. ASSAULT,8
2014,12,2,ASSAULT BY THREAT,1
2014,12,2,AUTO THEFT,8
2014,12,2,BURGLARY,20
2014,12,2,COMMON ASSAULT,10
2014,12,2,HOMICIDE,1
2014,12,2,LARCENY,29
2014,12,2,LARCENY FROM AUTO,13
2014,12,2,RAPE,3
2014,12,2,ROBBERY - CARJACKING,1
2014,12,2,ROBBERY - COMMERCIAL,2
2014,12,2,ROBBERY - RESIDENCE,4
2014,12,2,ROBBERY - STREET,7
2014,12,2,SHOOTING,1
2014,12,3,AGG. ASSAULT,18
2014,12,3,ASSAULT BY THREAT,4
2014,12,3,AUTO THEFT,7
2014,12,3,BURGLARY,16
2014,12,3,COMMON ASSAULT,23
2014,12,3,LARCENY,23
2014,12,3,LARCENY FROM AUTO,20
2014,12,3,RAPE,2
2014,12,3,ROBBERY - COMMERCIAL,1
2014,12,3,ROBBERY - RESIDENCE,4
2014,12,3,ROBBERY - STREET,8
2014,12,3,SHOOTING,1
2014,12,4,AGG. ASSAULT,1
2014,12,4,ASSAULT BY THREAT,1
2014,12,4,AUTO THEFT,10
2014,12,4,BURGLARY,19
2014,12,4,COMMON ASSAULT,23
2014,12,4,LARCENY,39
2014,12,4,LARCENY FROM AUTO,16
2014,12,4,ROBBERY - CARJACKING,1
2014,12,4,ROBBERY - COMMERCIAL,2
2014,12,4,ROBBERY - STREET,6
2014,12,5,AGG. ASSAULT,6
2014,12,5,AUTO THEFT,10
2014,12,5,BURGLARY,40
2014,12,5,COMMON ASSAULT,20
2014,12,5,LARCENY,25
2014,12,5,LARCENY FROM AUTO,20
2014,12,5,ROBBERY - STREET,11
2014,12,6,AGG. ASSAULT,10
2014,12,6,AUTO THEFT,9
2014,12,6,BURGLARY,13
2014,12,6,COMMON ASSAULT,17
2014,12,6,LARCENY,27
2014,12,6,LARCENY FROM AUTO,17
2014,12,6,ROBBERY - CARJACKING,1
2014,12,6,ROBBERY - COMMERCIAL,2
2014,12,6,ROBBERY - STREET,2
2014,12,6,SHOOTING,1
2014,12,7,AGG. ASSAULT,11
2014,12,7,ASSAULT BY THREAT,1
2014,12,7,AUTO THEFT,12
2014,12,7,BURGLARY,10
2014,12,7,COMMON ASSAULT,19
2014,12,7,HOMICIDE,1
2014,12,7,LARCENY,25
2014,12,7,LARCENY FROM AUTO,15
2014,12,7,ROBBERY - COMMERCIAL,2
2014,12,7,ROBBERY - RESIDENCE,2
2014,12,7,ROBBERY - STREET,5
2014,12,8,AGG. ASSAULT,12
2014,12,8,ASSAULT BY THREAT,2
2014,12,8,AUTO THEFT,11
2014,12,8,BURGLARY,20
2014,12,8,COMMON ASSAULT,23
2014,12,8,LARCENY,34
2014,12,8,LARCENY FROM AUTO,19
2014,12,8,RAPE,1
2014,12,8,ROBBERY - CARJACKING,1
2014,12,8,ROBBERY - COMMERCIAL,3
2014,12,8,ROBBERY - RESIDENCE,2
2014,12,8,ROBBERY - STREET,11
2014,12,9,AGG. ASSAULT,13
2014,12,9,ARSON,2
2014,12,9,ASSAULT BY THREAT,1
2014,12,9,AUTO THEFT,9
2014,12,9,BURGLARY,24
2014,12,9,COMMON ASSAULT,14
2014,12,9,HOMICIDE,1
2014,12,9,LARCENY,23
2014,12,9,LARCENY FROM AUTO,12
2014,12,9,RAPE,1
2014,12,9,ROBBERY - COMMERCIAL,3
2014,12,9,ROBBERY - RESIDENCE,1
2014,12,9,ROBBERY - STREET,5
2014,12,9,SHOOTING,2
2014,12,10,AGG. ASSAULT,7
2014,12,10,AUTO THEFT,6
2014,12,10,BURGLARY,31
2014,12,10,COMMON ASSAULT,11
2014,12,10,LARCENY,21
2014,12,10,LARCENY FROM AUTO,18
2014,12,10,RAPE,1
2014,12,10,ROBBERY - CARJACKING,3
2014,12,10,ROBBERY - COMMERCIAL,2
2014,12,10,ROBBERY - STREET,9
2014,12,10,SHOOTING,1
2014,12,11,AGG. ASSAULT,15
2014,12,11,AUTO THEFT,9
2014,12,11,BURGLARY,12
2014,12,11,COMMON ASSAULT,12
2014,12,11,LARCENY,30
2014,12,11,LARCENY FROM AUTO,20
2014,12,11,ROBBERY - CARJACKING,1
2014,12,11,ROBBERY - COMMERCIAL,1
2014,12,11,ROBBERY - RESIDENCE,1
2014,12,11,ROBBERY - STREET,13
2014,12,11,SHOOTING,2
2014,12,12,AGG. ASSAULT,13
2014,12,12,ASSAULT BY THREAT,2
2014,12,12,AUTO THEFT,6
2014,12,12,BURGLARY,26
2014,12,12,COMMON ASSAULT,24
2014,12,12,LARCENY,28
2014,12,12,LARCENY FROM AUTO,20
2014,12,12,RAPE,2
2014,12,12,ROBBERY - COMMERCIAL,1
2014,12,12,ROBBERY - RESIDENCE,1
2014,12,12,ROBBERY - STREET,18
2014,12,12,SHOOTING,1
2014,12,13,AGG. ASSAULT,10
2014,12,13,AUTO THEFT,11
2014,12,13,BURGLARY,15
2014,12,13,COMMON ASSAULT,19
2014,12,13,LARCENY,19
2014,12,13,LARCENY FROM AUTO,27
2014,12,13,RAPE,1
2014,12,13,ROBBERY - CARJACKING,1
2014,12,13,ROBBERY - STREET,9
2014,12,13,SHOOTING,2
2014,12,14,AGG. ASSAULT,10
2014,12,14,ARSON,2
2014,12,14,AUTO THEFT,10
2014,12,14,BURGLARY,13
2014,12,14,COMMON ASSAULT,22
2014,12,14,HOMICIDE,2
2014,12,14,LARCENY,20
2014,12,14,LARCENY FROM AUTO,25
2014,12,14,RAPE,1
2014,12,14,ROBBERY - COMMERCIAL,6
2014,12,14,ROBBERY - RESIDENCE,6
2014,12,14,ROBBERY - STREET,5
2014,12,14,SHOOTING,1
2014,12,15,AGG. ASSAULT,9
2014,12,15,ARSON,1
2014,12,15,ASSAULT BY THREAT,3
2014,12,15,AUTO THEFT,6
2014,12,15,BURGLARY,20
2014,12,15,COMMON ASSAULT,14
2014,12,15,LARCENY,39
2014,12,15,LARCENY FROM AUTO,16
2014,12,15,RAPE,1
2014,12,15,ROBBERY - COMMERCIAL,8
2014,12,15,ROBBERY - STREET,10
2014,12,16,AGG. ASSAULT,6
2014,12,16,ASSAULT BY THREAT,2
2014,12,16,AUTO THEFT,11
2014,12,16,BURGLARY,25
2014,12,16,COMMON ASSAULT,14
2014,12,16,HOMICIDE,1
2014,12,16,LARCENY,28
2014,12,16,LARCENY FROM AUTO,29
2014,12,16,ROBBERY - CARJACKING,2
2014,12,16,ROBBERY - STREET,11
2014,12,16,SHOOTING,2
2014,12,17,AGG. ASSAULT,8
2014,12,17,ASSAULT BY THREAT,4
2014,12,17,AUTO THEFT,13
2014,12,17,BURGLARY,30
2014,12,17,COMMON ASSAULT,18
2014,12,17,LARCENY,29
2014,12,17,LARCENY FROM AUTO,13
2014,12,17,ROBBERY - COMMERCIAL,3
2014,12,17,ROBBERY - STREET,7
2014,12,17,SHOOTING,1
2014,12,18,AGG. ASSAULT,8
2014,12,18,ASSAULT BY THREAT,3
2014,12,18,AUTO THEFT,12
2014,12,18,BURGLARY,28
2014,12,18,COMMON ASSAULT,9
2014,12,18,LARCENY,35
2014,12,18,LARCENY FROM AUTO,19
2014,12,18,ROBBERY - COMMERCIAL,2
2014,12,18,ROBBERY - RESIDENCE,1
2014,12,18,ROBBERY - STREET,5
2014,12,19,AGG. ASSAULT,8
2014,12,19,ARSON,1
2014,12,19,ASSAULT BY THREAT,3
2014,12,19,AUTO THEFT,8
2014,12,19,BURGLARY,21
2014,12,19,COMMON ASSAULT,13
2014,12,19,LARCENY,38
2014,12,19,LARCENY FROM AUTO,18
2014,12,19,ROBBERY - CARJACKING,2
2014,12,19,ROBBERY - COMMERCIAL,1
2014,12,19,ROBBERY - STREET,12
2014,12,19,SHOOTING,1
2014,12,20,AGG. ASSAULT,18
2014,12,20,AUTO THEFT,22
2014,12,20,BURGLARY,21
2014,12,20,COMMON ASSAULT,12
2014,12,20,HOMICIDE,2
2014,12,20,LARCENY,25
2014,12,20,LARCENY FROM AUTO,17
2014,12,20,ROBBERY - CARJACKING,1
2014,12,20,ROBBERY - COMMERCIAL,3
2014,12,20,ROBBERY - RESIDENCE,2
2014,12,20,ROBBERY - STREET,6
2014,12,20,SHOOTING,2
2014,12,21,AGG. ASSAULT,8
2014,12,21,ASSAULT BY THREAT,1
2014,12,21,AUTO THEFT,10
2014,12,21,BURGLARY,14
2014,12,21,COMMON ASSAULT,21
2014,12,21,LARCENY,18
2014,12,21,LARCENY FROM AUTO,21
2014,12,21,ROBBERY - CARJACKING,1
2014,12,21,ROBBERY - COMMERCIAL,3
2014,12,21,ROBBERY - STREET,5
2014,12,22,AGG. ASSAULT,9
2014,12,22,ARSON,1
2014,12,22,ASSAULT BY THREAT,1
2014,12,22,AUTO THEFT,8
2014,12,22,BURGLARY,31
2014,12,22,COMMON ASSAULT,16
2014,12,22,HOMICIDE,1
2014,12,22,LARCENY,44
2014,12,22,LARCENY FROM AUTO,34
2014,12,22,ROBBERY - COMMERCIAL,3
2014,12,22,ROBBERY - RESIDENCE,1
2014,12,22,ROBBERY - STREET,2
2014,12,22,SHOOTING,1
2014,12,23,AGG. ASSAULT,12
2014,12,23,ASSAULT BY THREAT,1
2014,12,23,AUTO THEFT,11
2014,12,23,BURGLARY,24
2014,12,23,COMMON ASSAULT,17
2014,12,23,LARCENY,25
2014,12,23,LARCENY FROM AUTO,14
2014,12,23,RAPE,1
2014,12,23,ROBBERY - CARJACKING,1
2014,12,23,ROBBERY - COMMERCIAL,1
2014,12,23,ROBBERY - RESIDENCE,1
2014,12,23,ROBBERY - STREET,10
2014,12,23,SHOOTING,2
2014,12,24,AGG. ASSAULT,6
2014,12,24,AUTO THEFT,27
2014,12,24,BURGLARY,20
2014,12,24,COMMON ASSAULT,16
2014,12,24,LARCENY,31
2014,12,24,LARCENY FROM AUTO,9
2014,12,24,RAPE,1
2014,12,24,ROBBERY - CARJACKING,1
2014,12,24,ROBBERY - COMMERCIAL,6
2014,12,24,ROBBERY - STREET,5
2014,12,24,SHOOTING,1
2014,12,25,AGG. ASSAULT,9
2014,12,25,ASSAULT BY THREAT,2
2014,12,25,AUTO THEFT,9
2014,12,25,BURGLARY,9
2014,12,25,COMMON ASSAULT,21
2014,12,25,HOMICIDE,1
2014,12,25,LARCENY,15
2014,12,25,LARCENY FROM AUTO,11
2014,12,25,ROBBERY - CARJACKING,1
2014,12,25,ROBBERY - COMMERCIAL,1
2014,12,25,ROBBERY - STREET,6
2014,12,26,AGG. ASSAULT,5
2014,12,26,ARSON,1
2014,12,26,AUTO THEFT,5
2014,12,26,BURGLARY,10
2014,12,26,COMMON ASSAULT,11
2014,12,26,LARCENY,18
2014,12,26,LARCENY FROM AUTO,15
2014,12,26,ROBBERY - COMMERCIAL,4
2014,12,26,ROBBERY - RESIDENCE,2
2014,12,26,ROBBERY - STREET,5
2014,12,27,AGG. ASSAULT,7
2014,12,27,ASSAULT BY THREAT,1
2014,12,27,AUTO THEFT,10
2014,12,27,BURGLARY,11
2014,12,27,COMMON ASSAULT,18
2014,12,27,LARCENY,28
2014,12,27,LARCENY FROM AUTO,23
2014,12,27,RAPE,1
2014,12,27,ROBBERY - CARJACKING,2
2014,12,27,ROBBERY - COMMERCIAL,1
2014,12,27,ROBBERY - STREET,7
2014,12,27,SHOOTING,2
2014,12,28,AGG. ASSAULT,17
2014,12,28,AUTO THEFT,16
2014,12,28,BURGLARY,9
2014,12,28,COMMON ASSAULT,26
2014,12,28,HOMICIDE,1
2014,12,28,LARCENY,18
2014,12,28,LARCENY FROM AUTO,22
2014,12,28,ROBBERY - COMMERCIAL,1
2014,12,28,ROBBERY - RESIDENCE,1
2014,12,28,ROBBERY - STREET,7
2014,12,28,SHOOTING,2
2014,12,29,AGG. ASSAULT,7
